NIH Spending Categorization,Year,Project Terms,Project Title,Public Health Relevance,Administering  IC,Application ID,Award Notice Date,FOA,Project Number,Type,Activity,IC,Serial Number,Support Year,Suffix,Program Official Information ,Project Start Date,Project End Date,Study Section,Subproject Number ,Contact PI  Person ID,Contact PI / Project Leader,Other PI or Project Leader(s),Congressional District,Department,DUNS Number,FIPS,Latitude,Longitude,Organization Name,Organization City,Organization State,Organization Type,Organization Zip,Organization Country,ARRA Indicator,Budget Start Date,Budget End Date,CFDA Code,Funding Mechanism,FY,Funding IC,FY Direct Costs by IC,FY Indirect Costs by IC,FY Total Cost by IC,FY Total Cost (Sub Projects)
Antimicrobial Resistance;Biotechnology;Clinical Research;Genetics;Immunization;Infectious Diseases;Lung;Prevention;Rare Diseases;Tuberculosis;Vaccine Related,2014,Accounting;Address;aerosolized;Affect;African;AIDS/HIV problem;Alveolar Macrophages;Antibiotic Resistance;Antibiotic Therapy;antimicrobial;Area;Attenuated;Bacillus (bacterium);base;BCG Vaccine;Binding (Molecular Function);Biological Assay;Blood Vessels;Breathing;burden of illness;CD4 Positive T Lymphocytes;Cells;Chromosomes;Chronic;cohort;Communicable Disease Control;Communicable Diseases;Containment;Contracts;Country;Data;Development;Discipline;Disease;Disease Progression;disease transmission;DNA;Drug resistance in tuberculosis;drug sensitivity;Environment;Environmental Risk Factor;Epidemic;Epidemiology;Epithelial;Ethiopia;genome analysis;Genomics;Genotype;Granuloma;Growth;Health;Helminthiasis;Helminths;HIV;Host Defense;Human;Human Microbiome;Hypoxia;Immune;Immune response;Immune system;Immunity;improved;Individual;Infection;Infiltration;Inflammation;innovation;insight;Institutes;Invaded;Knowledge;latent infection;Life;Livestock;Lung;Malnutrition;Methodology;Microbe;microbiome;Molecular Analysis;Molecular Epidemiology;Morbidity - disease rate;Mortality Vital Statistics;Multi-Drug Resistance;Multiple drug resistant Mycobacteria Tuberculosis;Mycobacterium bovis;Mycobacterium tuberculosis;neglect;non-tuberculosis mycobacteria;novel;Outcome;pathogen;Pathology;Patients;Pattern;Phagocytosis;Phase;Population;population based;Poverty;Predisposition;Preparation;prevent;Probability;Proteins;Proteome;public health medicine (field);Recombinant DNA;Recurrence;Reporting;Research;Resolution;respiratory;Respiratory System;Respiratory tract structure;response;Scientist;Severities;skills;Structure of parenchyma of lung;Surveys;Systems Biology;Technology;tool;Training Programs;trait;transmission process;Tuberculin Test;Tuberculosis;Universities;Vaccines;,SYSTEMS BIOLOGY FOR MOLECULAR ANALYSIS OF TUBERCULOSIS IN ETHIOPIA,PUBLIC HEALTH RELEVANCE: Narrative. Mycobacterium tuberculosis (Mtb) is a human pathogen causing a disease considered to be among the world's most serious public health problems. Of particular concern are the tuberculosis epidemics in African countries with high levels of HIV/AIDS; malnutrition and poverty. Our objective is to use technologies known as genomics to understand in more detail how a weakened immune system and microbes that live in the human respiratory tract affect the probability of contracting tuberculosis and disease progression.,NHGRI,8914076,8-Sep-14,RFA-RM-12-007,3U01HG007472-02S1,3,U01,HG,7472,2,S1,"STRUEWING, JEFFERY P",20-Sep-13,31-Jul-16,Special Emphasis Panel (ZHG1-HGR-P (M2)),,11632741,"AMENI, GOBENA ",Not Applicable,n/a,Unavailable,850507858,ET,9.033333,38.7,ADDIS ABABA UNIVERSITY,ADDIS ABABA,,Unavailable,,ETHIOPIA, ,1-Aug-14,31-Jul-15,310,Research Projects,2014,OD,233451,16549,250000,
Antimicrobial Resistance;Biotechnology;Clinical Research;Genetics;Human Genome;Immunization;Infectious Diseases;Lung;Prevention;Rare Diseases;Tuberculosis;Vaccine Related,2014,Accounting;Address;aerosolized;Affect;African;AIDS/HIV problem;Alveolar Macrophages;Antibiotic Resistance;Antibiotic Therapy;antimicrobial;Area;Attenuated;Bacillus (bacterium);base;BCG Vaccine;Binding (Molecular Function);Biological Assay;Blood Vessels;Breathing;burden of illness;CD4 Positive T Lymphocytes;Cells;Chromosomes;Chronic;cohort;Communicable Disease Control;Communicable Diseases;Containment;Contracts;Country;Data;Development;Discipline;Disease;Disease Progression;disease transmission;DNA;Drug resistance in tuberculosis;drug sensitivity;Environment;Environmental Risk Factor;Epidemic;Epidemiology;Epithelial;Ethiopia;genome analysis;Genomics;Genotype;Granuloma;Growth;Health;Helminthiasis;Helminths;HIV;Host Defense;Human;Human Microbiome;Hypoxia;Immune;Immune response;Immune system;Immunity;improved;Individual;Infection;Infiltration;Inflammation;innovation;insight;Institutes;Invaded;Knowledge;latent infection;Life;Livestock;Lung;Malnutrition;Methodology;Microbe;microbiome;Molecular Analysis;Molecular Epidemiology;Morbidity - disease rate;Mortality Vital Statistics;Multi-Drug Resistance;Multiple drug resistant Mycobacteria Tuberculosis;Mycobacterium bovis;Mycobacterium tuberculosis;neglect;non-tuberculosis mycobacteria;novel;Outcome;pathogen;Pathology;Patients;Pattern;Phagocytosis;Phase;Population;population based;Poverty;Predisposition;Preparation;prevent;Probability;Proteins;Proteome;public health medicine (field);Recombinant DNA;Recurrence;Reporting;Research;Resolution;respiratory;Respiratory System;Respiratory tract structure;response;Scientist;Severities;skills;Structure of parenchyma of lung;Surveys;Systems Biology;Technology;tool;Training Programs;trait;transmission process;Tuberculin Test;Tuberculosis;Universities;Vaccines;,SYSTEMS BIOLOGY FOR MOLECULAR ANALYSIS OF TUBERCULOSIS IN ETHIOPIA,PUBLIC HEALTH RELEVANCE: Narrative. Mycobacterium tuberculosis (Mtb) is a human pathogen causing a disease considered to be among the world's most serious public health problems. Of particular concern are the tuberculosis epidemics in African countries with high levels of HIV/AIDS; malnutrition and poverty. Our objective is to use technologies known as genomics to understand in more detail how a weakened immune system and microbes that live in the human respiratory tract affect the probability of contracting tuberculosis and disease progression.            ,NHGRI,8737932,4-Aug-14,RFA-RM-12-007,5U01HG007472-02,5,U01,HG,7472,2,,"STRUEWING, JEFFERY P",20-Sep-13,31-Jul-16,Special Emphasis Panel (ZHG1-HGR-P (M2)),,11632741,"AMENI, GOBENA ",Not Applicable,n/a,Unavailable,850507858,ET,9.033333,38.7,ADDIS ABABA UNIVERSITY,ADDIS ABABA,,Unavailable,,ETHIOPIA, ,1-Aug-14,31-Jul-15,172,Research Projects,2014,NHGRI,246934,19119,266053,
Bioengineering;Biotechnology;Clinical Research;Dental/Oral and Craniofacial Disease;Genetics;Human Genome;Infectious Diseases,2009,Anatomic Sites;Archives;Bacteria;Bacterial Infections;base;Biological;Biological Assay;Cell Separation;Cells;Clinical;Collaborations;college;Complex;Complex Mixtures;Coupled;Dentistry;Deposition;design;Devices;Diagnostic;Diagnostic tests;Disease;DNA;DNA Probes;DNA Sequence;Ecology;Effectiveness;Encapsulated;Escherichia coli;Flow Cytometry;Fluorescence;Fluorescent in Situ Hybridization;Genes;Genome;genome sequencing;Genomics;Goals;Human;human disease;Individual;Institutes;Joints;Laboratories;Lactobacillus acidophilus;Lactobacillus fermentum;Measures;Metagenomics;Methods;micro-total analysis system;Microbe;microbial;microbiome;Microfluidics;microorganism;new technology;novel;novel strategies;Optics;Oral;oral bacteria;Oral cavity;Organism;Output;photonics;Phylogenetic Analysis;Play;Population;Process;public health relevance;Ribosomal RNA;Role;rRNA Genes;Saliva;Salivary;Sampling;Sensitivity and Specificity;single cell analysis;Site;Sorting - Cell Movement;Specificity;Specimen;Streptococcus mutans;Techniques;Technology;Testing;Therapeutic Agents;Time;,FISH 'N' CHIPS:  A MICROFLUIDIC PROCESSOR FOR ISOLATING AND ANALYZING MICROBES,NarrativeWe know little about bacteria found in our bodies that can not be grown in the laboratory;but which may nevertheless cause disease. Our goal is to develop lab-on-a-chiptechnologies for isolating organisms from clinical samples and processing them; one at atime; for further genomic analysis.,NIDCR,7696442,13-Aug-09,RFA-RM-08-026,1R01DE020891-01A1,1,R01,DE,20891,1,A1,"LUNSFORD, DWAYNE ",17-Aug-09,31-Jul-12,Special Emphasis Panel (ZRG1-IDM-Q (50)),,7080476,"SINGH, ANUP K.",Not Applicable,1,Unavailable,7113228,US,35.065423,-106.473931,SANDIA CORP-SANDIA NATIONAL LABORATORIES,ALBUQUERQUE,NM,Unavailable,87123-3453,UNITED STATES, ,17-Aug-09,31-Jul-10,310,Research Projects,2009,OD,,,527446,
Bioengineering;Biotechnology;Clinical Research;Dental/Oral and Craniofacial Disease;Genetics;Human Genome;Infectious Diseases,2010,Anatomic Sites;Archives;Bacteria;Bacterial Infections;base;Biological;Biological Assay;Cell Separation;Cells;Clinical;Collaborations;college;Complex;Complex Mixtures;Coupled;Dentistry;Deposition;design;Devices;Diagnostic;Diagnostic tests;Disease;DNA;DNA Probes;DNA Sequence;Ecology;Effectiveness;Encapsulated;Escherichia coli;Flow Cytometry;Fluorescence;Fluorescent in Situ Hybridization;Genes;Genome;genome sequencing;Genomics;Goals;Human;human disease;Individual;Institutes;Joints;Laboratories;Lactobacillus acidophilus;Lactobacillus fermentum;Measures;Metagenomics;Methods;micro-total analysis system;Microbe;microbial;microbiome;Microfluidics;microorganism;new technology;novel;novel strategies;Optics;Oral;oral bacteria;Oral cavity;Organism;Output;photonics;Phylogenetic Analysis;Play;Population;Process;public health relevance;Ribosomal RNA;Role;rRNA Genes;Saliva;Salivary;Sampling;Sensitivity and Specificity;single cell analysis;Site;Sorting - Cell Movement;Specificity;Specimen;Streptococcus mutans;Techniques;Technology;Testing;Therapeutic Agents;Time;,FISH 'N' CHIPS:  A MICROFLUIDIC PROCESSOR FOR ISOLATING AND ANALYZING MICROBES,NarrativeWe know little about bacteria found in our bodies that can not be grown in the laboratory;but which may nevertheless cause disease. Our goal is to develop lab-on-a-chiptechnologies for isolating organisms from clinical samples and processing them; one at atime; for further genomic analysis.,NIDCR,7914248,13-Jul-10,RFA-RM-08-026,5R01DE020891-02,5,R01,DE,20891,2,,"LUNSFORD, DWAYNE ",17-Aug-09,31-Jul-12,Special Emphasis Panel (ZRG1-IDM-Q (50)),,7080476,"SINGH, ANUP K.",Not Applicable,1,Unavailable,7113228,US,35.065423,-106.473931,SANDIA CORP-SANDIA NATIONAL LABORATORIES,ALBUQUERQUE,NM,Unavailable,87123-3453,UNITED STATES, ,1-Aug-10,31-Jul-11,310,Research Projects,2010,OD,,,540547,
Bioengineering;Biotechnology;Clinical Research;Dental/Oral and Craniofacial Disease;Genetics;Human Genome;Infectious Diseases,2011,Anatomic Sites;Archives;Bacteria;Bacterial Infections;base;Biological;Biological Assay;Cell Separation;Cells;Clinical;Collaborations;college;Complex;Complex Mixtures;Coupled;Dentistry;Deposition;design;Devices;Diagnostic;Diagnostic tests;Disease;DNA;DNA Probes;DNA Sequence;Ecology;Effectiveness;Encapsulated;Escherichia coli;Flow Cytometry;Fluorescence;Fluorescent in Situ Hybridization;Genes;Genome;genome sequencing;Genomics;Goals;Health;Human;human disease;Individual;Institutes;Joints;Laboratories;Lactobacillus acidophilus;Lactobacillus fermentum;Measures;Metagenomics;Methods;micro-total analysis system;Microbe;microbial;microbiome;Microfluidics;microorganism;new technology;novel;novel strategies;Optics;Oral;oral bacteria;Oral cavity;Organism;Output;photonics;Phylogenetic Analysis;Play;Population;Process;Ribosomal RNA;Role;rRNA Genes;Saliva;Salivary;Sampling;Sensitivity and Specificity;single cell analysis;Site;Sorting - Cell Movement;Specificity;Specimen;Streptococcus mutans;Techniques;Technology;Testing;Therapeutic Agents;Time;,FISH 'N' CHIPS:  A MICROFLUIDIC PROCESSOR FOR ISOLATING AND ANALYZING MICROBES,NarrativeWe know little about bacteria found in our bodies that can not be grown in the laboratory;but which may nevertheless cause disease. Our goal is to develop lab-on-a-chiptechnologies for isolating organisms from clinical samples and processing them; one at atime; for further genomic analysis.,NIDCR,8112678,27-Jul-11,RFA-RM-08-026,5R01DE020891-03,5,R01,DE,20891,3,,"LUNSFORD, DWAYNE ",17-Aug-09,31-Jul-14,Special Emphasis Panel (ZRG1-IDM-Q (50)),,7080476,"SINGH, ANUP K.",Not Applicable,1,Unavailable,7113228,US,35.065423,-106.473931,SANDIA CORP-SANDIA NATIONAL LABORATORIES,ALBUQUERQUE,NM,Unavailable,87123-3453,UNITED STATES, ,1-Aug-11,31-Jul-14,310,Research Projects,2011,OD,,,537440,
Bioengineering;Biotechnology;Clinical Research;Dental/Oral and Craniofacial Disease;Genetics;Human Genome;Infectious Diseases,2012,Anatomic Sites;Archives;Bacteria;Bacterial Infections;base;Biological;Biological Assay;Cell Separation;Cells;Clinical;Collaborations;college;Complex;Complex Mixtures;Coupled;Dentistry;Deposition;design;Devices;Diagnostic;Diagnostic tests;Disease;DNA;DNA Probes;DNA Sequence;Ecology;Effectiveness;Encapsulated;Escherichia coli;Flow Cytometry;Fluorescence;Fluorescent in Situ Hybridization;Genes;Genome;genome sequencing;Genomics;Goals;Health;Human;human disease;Individual;Institutes;Joints;Laboratories;Lactobacillus acidophilus;Lactobacillus fermentum;Measures;Metagenomics;Methods;micro-total analysis system;Microbe;microbial;microbiome;Microfluidics;microorganism;new technology;novel;novel strategies;Optics;Oral;oral bacteria;Oral cavity;Organism;Output;photonics;Phylogenetic Analysis;Play;Population;Process;Ribosomal RNA;Role;rRNA Genes;Saliva;Salivary;Sampling;Sensitivity and Specificity;single cell analysis;Site;Sorting - Cell Movement;Specificity;Specimen;Streptococcus mutans;Techniques;Technology;Testing;Therapeutic Agents;Time;,FISH 'N' CHIPS:  A MICROFLUIDIC PROCESSOR FOR ISOLATING AND ANALYZING MICROBES,NarrativeWe know little about bacteria found in our bodies that can not be grown in the laboratory;but which may nevertheless cause disease. Our goal is to develop lab-on-a-chiptechnologies for isolating organisms from clinical samples and processing them; one at atime; for further genomic analysis.,NIDCR,8533716,27-Aug-12,RFA-RM-08-026,3R01DE020891-03S1,3,R01,DE,20891,3,S1,"LUNSFORD, DWAYNE ",17-Aug-09,31-Jul-13,Special Emphasis Panel (ZRG1-IDM-Q (50)),,7080476,"SINGH, ANUP K.",Not Applicable,1,Unavailable,7113228,US,35.065423,-106.473931,SANDIA CORP-SANDIA NATIONAL LABORATORIES,ALBUQUERQUE,NM,Unavailable,87123-3453,UNITED STATES, ,1-Sep-12,31-Jul-13,310,Research Projects,2012,OD,133468,66721,200189,
Digestive Diseases;Genetics;Human Genome;Nutrition;Obesity;Pediatric,2012,Adolescent;Adult;Affect;Animals;Antibiotics;arctic ground squirrel;Attention;Biological Markers;Communities;Community Developments;Complex;Control Groups;Data;Deposition;design;Development;Diet;Disease;drinking water;Fatty acid glycerol esters;Flow Cytometry;Germ-Free;Goals;Growth;Growth and Development function;gut microbiota;gut microflora;Hibernation;Histology;Human;human disease;Inflammatory Bowel Diseases;Mammals;Measures;member;Metabolic syndrome;microbial;microbial community;microbiome;microorganism;Monitor;mouse model;Obesity;Pathology;Phase;Phenotype;Physiological;Physiology;Play;Preparation;pup;rapid growth;Research Design;research study;response;Role;rRNA Genes;Sampling;Seasons;Shapes;Squirrel;Staging;Structure;Testing;Time;Variant;Volatile Fatty Acids;Weaning;,INTERRELATIONSHIPS BETWEEN HOST PHYSIOLOGY AND THE GUT MICROBIAL COMMUNITY:  DISC, The gut microbial community plays an important role in development; such as gut structure and function; and pathologies such as inflammatory bowel disease and obesity. Our experiments are designed to characterize the gut microbiota of the arctic ground squirrel; an animal that naturally pushes the known limits of mammalian physiology; with the goal of understanding the relationship between the gut microflora and host physiology. In particular; the arctic ground squirrel annually undergoes a discrete period of profound fattening in preparation for hibernation that provides an excellent platform upon which to investigate interrelationships between gut microbiota and obesity; therefore; our studies will contribute to the understanding of the complex interactions between the gut microbial community and human disease.            ,NIGMS,8289978,9-Mar-12,PA-10-070,1R15GM098938-01A1,1,R15,GM,98938,1,A1,"SLEDJESKI, DARREN D.",1-Apr-12,31-Mar-16,Special Emphasis Panel (ZRG1-DKUS-C (90)),,10499602,"DUDDLESTON, KHRYSTYNE ",Not Applicable,At-Large,BIOLOGY,76664986,US,61.189847,-149.818764,UNIVERSITY OF ALASKA ANCHORAGE,ANCHORAGE,AK,SCHOOLS OF ARTS AND SCIENCES,99508-4614,UNITED STATES, ,1-Apr-12,31-Mar-16,859,Research Projects,2012,NIGMS,200000,84412,284412,
Clinical Research;Contraception/Reproduction;Emerging Infectious Diseases;Infectious Diseases,2008,abortion;Acute;Address;Adverse effects;Agonist;Anaerobic Bacteria;analog;Anti-Progestin;Arachidonic Acids;Area;Bacteria;Binding (Molecular Function);Cell membrane;Cell physiology;Cells;Centers for Disease Control and Prevention (U.S.);Cessation of life;Clostridium;Clostridium Infections;Clostridium sordellii;Cyclic AMP;cyclooxygenase 1;cyclooxygenase 2;Cytosolic Phospholipase A2;Data;day;Development;Dinoprostone;Disease;Dose;Educational workshop;Emerging Communicable Diseases;Endometritis;Enzymes;EP4 receptor;Epithelial Cells;Female;Figs - dietary;Fostering;Foundations;Generations;GTP-Binding Proteins;Host Defense;Human;human WFDC2 protein;Immune;immune function;Immune system;Immunity;Immunology;immunoregulation;In Vitro;in vivo;Induced Abortion;Infection;Inflammatory;insight;Investigation;Joints;Killings;Knowledge;Label;Laboratories;Laboratory Finding;Leukocytes;lipid mediator;macrophage;Mediator of activation protein;Medical;Medicine;Membrane;Methods;microbiome;Mifepristone;Misoprostol;mouse PGE synthase 1;Myometrial;Natural Immunity;Natural immunosuppression;Nature;neutrophil;novel;Numbers;Oral;Oral cavity;pathogen;Pathogenesis;Phagocytosis;Pharmaceutical Preparations;Pregnancy;Production;prostaglandin EP3 receptor;Prostaglandin H2;Prostaglandin-Endoperoxide Synthase;Prostaglandins;Prostaglandins E;public health medicine (field);Qualifying;receptor;receptor coupling;Receptor Signaling;Reporting;reproductive;Reproductive Tract Infections;Research;research study;Risk;Role;RU-486;Safety;Sepsis Syndrome;Signal Transduction;sulprostone;Synthetic Prostaglandins;Termination of pregnancy;Testing;Time;Tissues;Treatment Protocols;United States Food and Drug Administration;United States National Institutes of Health;Uterine Contraction;Uterus;Vagina;Woman;Women's Health;,ROLE OF MISOPROSTOL IN CLOSTRIDIUM SORDELLII ENDOMETRITIS AFTER MEDICAL ABORTION,n/a,NICHD,7522413,22-Aug-08,PA-07-070,1R01HD057176-01A1,1,R01,HD,57176,1,A1,"SIGNORE, CAROLINE ",1-Sep-08,31-May-13,Host Interactions with Bacterial Pathogens Study Section (HIBP) ,,6665047,"ARONOFF, DAVID M",Not Applicable,12,INTERNAL MEDICINE/MEDICINE,73133571,US,42.244005,-83.73915,UNIVERSITY OF MICHIGAN,ANN ARBOR,MI,SCHOOLS OF MEDICINE,48109-1276,UNITED STATES, ,1-Sep-08,31-May-09,865,Research Projects,2008,NICHD,,,326785,
Clinical Research;Contraception/Reproduction;Emerging Infectious Diseases;Infectious Diseases,2009,abortion;Acute;Address;Adverse effects;Agonist;Anaerobic Bacteria;analog;Anti-Progestin;Arachidonic Acids;Area;Bacteria;Binding (Molecular Function);Cell membrane;Cell physiology;Cells;Centers for Disease Control and Prevention (U.S.);Cessation of life;Clostridium;Clostridium Infections;Clostridium sordellii;Cyclic AMP;cyclooxygenase 1;Cytosolic Phospholipase A2;Data;Development;Dinoprostone;Disease;Dose;Educational workshop;Emerging Communicable Diseases;Endometritis;Enzymes;EP4 receptor;Epithelial Cells;FDA approved;Female;Figs - dietary;Fostering;Foundations;Generations;GTP-Binding Proteins;Host Defense;Human;human WFDC2 protein;Immune;immune function;Immune system;Immunity;Immunology;immunoregulation;In Vitro;in vivo;Induced Abortion;Infection;Inflammation Mediators;insight;Investigation;Joints;Killings;Knowledge;Label;Laboratories;Laboratory Finding;Leukocytes;lipid mediator;macrophage;Medical;Medicine;meetings;Membrane;Methods;microbiome;Mifepristone;Misoprostol;mouse PGE synthase 1;Myometrial;Natural Immunity;Natural immunosuppression;Nature;neutrophil;novel;Oral;Oral cavity;pathogen;Pathogenesis;Phagocytosis;Pharmaceutical Preparations;Pregnancy;Production;prostaglandin EP3 receptor;Prostaglandin H2;Prostaglandin-Endoperoxide Synthase;Prostaglandins;public health medicine (field);public health relevance;Qualifying;receptor;receptor coupling;Receptor Signaling;Reporting;reproductive;Reproductive Tract Infections;Research;research study;Risk;Role;RU-486;Safety;Sepsis Syndrome;Signal Transduction;Synthetic Prostaglandins;Termination of pregnancy;Testing;Time;Tissues;Treatment Protocols;United States National Institutes of Health;Uterine Contraction;Uterus;Vagina;Woman;Women's Health;,ROLE OF MISOPROSTOL IN CLOSTRIDIUM SORDELLII ENDOMETRITIS AFTER MEDICAL ABORTION,n/a,NICHD,7680224,3-Jun-09,PA-07-070,5R01HD057176-02,5,R01,HD,57176,2,,"SIGNORE, CAROLINE ",1-Sep-08,31-May-13,Host Interactions with Bacterial Pathogens Study Section (HIBP) ,,6665047,"ARONOFF, DAVID M",Not Applicable,12,INTERNAL MEDICINE/MEDICINE,73133571,US,42.244005,-83.73915,UNIVERSITY OF MICHIGAN,ANN ARBOR,MI,SCHOOLS OF MEDICINE,48109-1276,UNITED STATES, ,1-Jun-09,31-May-10,865,Research Projects,2009,NICHD,,,326785,
Chronic Obstructive Pulmonary Disease;Clinical Research;Genetics;Human Genome;Infectious Diseases;Lung;Pneumonia;Pneumonia & Influenza;Smoking and Health;Tobacco,2009,Animal Experimentation;Area;base;body system;cigarette smoke;Clinical;clinically relevant;Data;Data Collection;Development;Dyspnea;Environment;Epidemic;Experimental Designs;Funding;gastrointestinal system;Gastrointestinal tract structure;Genitourinary system;HIV;Host Defense;Human;Human Microbiome;Immunologics;in vivo;Incidence;Individual;insight;Instruction;Investigation;Lead;Lower respiratory tract structure;Lung;Lung diseases;Measurement;Measures;microbial;microbiome;Molecular;mouse model;Nasal cavity;non-smoking;Nose;Oral cavity;Organ;Organism;Oropharyngeal;pathogen;Pathogenesis;Pilot Projects;Pneumocystis;Pneumonia;Population;Principal Investigator;Production;Prophylactic treatment;Pulmonary Emphysema;pulmonary function;Reporting;Research Personnel;Research Subjects;respiratory;Respiratory System;Respiratory Tract Infections;Respiratory tract structure;Sampling;Site;Skin;Smoker;Smoking;Sputum;Stomach;Symptoms;Techniques;Testing;Time;Translational Research;Work;,UNDERSTANDING THE LUNG MICROBIOME IN HIV-INFECTED AND HIV-UNINFECTED INDIVIDUALS,n/a,NHLBI,7796364,23-Sep-09,RFA-HL-09-006,1U01HL098961-01,1,U01,HL,98961,1,,"COLOMBINI-HATCH, SANDRA ",23-Sep-09,31-Jul-14,Special Emphasis Panel (ZHL1-CSR-Z (S1)),,1873365,"BECK, JAMES M ","YOUNG, VINCENT B",12,INTERNAL MEDICINE/MEDICINE,73133571,US,42.244005,-83.73915,UNIVERSITY OF MICHIGAN,ANN ARBOR,MI,SCHOOLS OF MEDICINE,48109-1276,UNITED STATES, ,23-Sep-09,31-Jul-10,837,Research Projects,2009,NHLBI,,,731923,
Clinical Research;Cystic Fibrosis;Lung,2009,"Address;Age;Antibiotic Therapy;Area;Bioinformatics;Caring;Cataloging;Catalogs;Cessation of life;Characteristics;Chronic;Clinical;clinical phenotype;Collection;Communicable Diseases;Communication;Complex;cost;Cystic Fibrosis;cystic fibrosis patients;Defense Mechanisms;Development;Discipline;Disease Progression;Ecology;Ecosystem;Equipment;experience;Foundations;Grant;Health;Human Resources;Ii-Key;Immune response;improved;Individual;Infection;insight;Intervention;Intestines;Investigation;Knowledge;Lung;Lung diseases;Medical;Medical Records;meetings;Metagenomics;Methods;microbial;microbial community;Microbiology;microbiome;microorganism;Mission;Molecular;Molecular Profiling;Monitor;National Heart, Lung, and Blood Institute;novel;Patients;Persons;Postdoctoral Fellow;Prevention approach;public health relevance;Pulmonary Cystic Fibrosis;Relative (related person);repository;Research;Research Ethics Committees;Research Personnel;respiratory;Respiratory System;Respiratory tract structure;response;Role;Sampling;Specimen;Sputum;Structure;System;Taxonomy;Therapeutic;Time;Training;Translational Research;",THE LUNG MICROBIOTA IN CYSTIC FIBROSIS,Project NarrativeProgressive lung disease; resulting from chronic infection of the airways; is the primary cause ofillness and death in persons with cystic fibrosis (CF). Recent studies indicate that the number ofmicrobial species involved in lung infection in CF (the CF lung microbiota) is much larger and morecomplex than previously believed. Nevertheless; currently little is known about how the structure ofthe lung microbiota (i.e.; the precise types of species present and the relative abundance of each) orchanges in this structure influence the progression of lung disease in CF. The long-term objective ofthis project is to understand the relationship between the lung microbiota and the progression of lungdisease in persons with CF.,NHLBI,7829335,18-Sep-09,RFA-OD-09-003,1RC1HL100809-01,1,RC1,HL,100809,1,,"BANKS-SCHLEGEL, SUSAN P",1-Sep-09,31-Aug-11,Special Emphasis Panel (ZRG1-CVRS-B (58)),,1970088,"LIPUMA, JOHN J ","LI, JUN ;YOUNG, VINCENT B",12,NONE,73133571,US,42.244005,-83.73915,UNIVERSITY OF MICHIGAN,ANN ARBOR,MI,SCHOOLS OF MEDICINE,48109-1276,UNITED STATES,YES,1-Sep-09,31-Aug-10,701,Research Projects,2009,OD,,,499999,
Autoimmune Disease;Clinical Research;Crohn's Disease;Digestive Diseases;Genetics;Human Genome;Inflammatory Bowel Disease;Nutrition,2009,Address;Anastomosis - action;Antibiotic Therapy;Antibiotics;Anus;Arts;Bacteria;Biomass;Carbohydrates;Characteristics;Clinical;Colectomy;Complex;cost effective;Culture Techniques;Development;Diarrhea;Digestion;Discipline;Disease;Disease Outcome;Drug Metabolic Detoxication;Ecology;Energy-Generating Resources;Enteral;Enterocytes;experience;Experimental Genetics;Gastrointestinal Diseases;Gastrointestinal tract structure;Goals;gut microbiota;Health;Homeostasis;Human;Human Development;Ileal Reservoirs;Incidence;Indigenous;Inflammatory;Inflammatory Bowel Diseases;insight;Knowledge;Lead;Life;Maintenance;member;Metagenomics;microbial;microbial community;microbiome;microorganism;Modeling;Molecular;Molecular Analysis;Molecular Biology Techniques;Monitor;Mucosal Immune Responses;Mucosal Immunity;Mucositis;novel;Operative Surgical Procedures;pathogen;Pathogenesis;Patient Monitoring;Patients;Pharmaceutical Preparations;Play;Pouchitis;Procedures;Production;public health relevance;Relative (related person);Research;Research Personnel;Resistance;Resources;Role;Sample Size;Sampling;Signal Transduction;Technology;Therapeutic Intervention;Time;Treatment Failure;Ulcerative Colitis;Volatile Fatty Acids;,THE ROLE OF THE GUT MICROBIOTA IN ULCERATIVE COLITIS,RelevanceThe bacteria that live in the gut are felt to play a key role in the health of thegastrointestinal tract. We will determine the role of the gut bacteria in the development ofhuman inflammatory bowel disease through the use of state-of-the-art molecular biologytechniques and advanced culture techniques.,NIDDK,7645981,24-Jun-09,RFA-RM-08-012,1UH2DK083993-01,1,UH2,DK,83993,1,,"KARP, ROBERT W",24-Jun-09,31-Jul-10,Special Emphasis Panel (ZRG1-IDM-A (52)),,1877959,"YOUNG, VINCENT B ","CHANG, EUGENE B;MEYER, FOLKER ;SCHMIDT, THOMAS M;SOGIN, MITCHELL L;TIEDJE, JAMES M.",12,INTERNAL MEDICINE/MEDICINE,73133571,US,42.244005,-83.73915,UNIVERSITY OF MICHIGAN,ANN ARBOR,MI,SCHOOLS OF MEDICINE,48109-1276,UNITED STATES, ,24-Jun-09,31-Jul-10,310,Research Projects,2009,OD,,,1087800,
